time,P,G(i),H_sun,T2m,WS10m,Int
20160620:1109,202.79,954.72,69.16,36.22,3.03,0.0
20160620:1209,180.85,833.32,56.55,36.57,4.0,0.0
20160620:1309,143.48,650.24,43.74,36.12,4.83,0.0
20160620:1409,92.21,425.58,31.02,34.9,5.52,0.0
20160620:1509,36.5,201.23,18.56,32.94,5.45,0.0
20160620:1609,5.03,35.78,6.52,30.56,4.76,0.0
20160620:1709,0.0,0.0,0.0,28.3,3.72,0.0
20160620:1809,0.0,0.0,0.0,26.82,2.76,0.0
20160620:1909,0.0,0.0,0.0,25.63,1.72,0.0
20160620:2009,0.0,0.0,0.0,24.6,1.24,0.0
20160620:2109,0.0,0.0,0.0,23.59,1.03,0.0
20160620:2209,0.0,0.0,0.0,22.48,0.0,0.0
20160620:2309,0.0,0.0,0.0,21.7,0.0,0.0
20160621:0009,0.0,0.0,0.0,21.22,0.76,0.0
20160621:0109,0.0,0.0,0.0,20.65,0.83,0.0
20160621:0209,0.0,0.0,0.0,20.18,0.83,0.0
20160621:0309,3.8,28.44,5.38,20.12,0.76,0.0
20160621:0409,15.15,106.18,17.37,21.07,0.48,0.0
20160621:0509,68.97,328.18,29.8,23.4,0.97,0.0
20160621:0609,125.59,558.71,42.5,25.92,1.52,0.0
20160621:0709,170.01,762.23,55.32,28.35,2.21,0.0
20160621:0809,200.0,915.42,67.97,30.33,2.55,0.0
20160621:0909,216.41,1003.32,79.29,32.05,3.03,0.0
20160621:1009,218.82,1017.16,80.15,33.43,3.52,0.0
20160621:1109,210.25,969.92,69.21,34.36,4.07,0.0
20160621:1209,183.72,834.71,56.6,34.77,4.62,0.0
20160621:1309,145.11,651.66,43.79,34.56,5.1,0.0
20160621:1409,77.08,353.33,31.07,33.68,5.52,0.0
20160621:1509,36.19,188.61,18.6,32.18,5.59,0.0
20160621:1609,5.05,35.78,6.56,30.12,4.9,0.0
20160621:1709,0.0,0.0,0.0,28.0,3.52,0.0
20160621:1809,0.0,0.0,0.0,26.54,2.41,0.0
20160621:1909,0.0,0.0,0.0,25.17,2.0,0.0
20160621:2009,0.0,0.0,0.0,24.21,1.72,0.0
20160621:2109,0.0,0.0,0.0,23.28,1.45,0.0
20160621:2209,0.0,0.0,0.0,22.4,1.24,0.0
20160621:2309,0.0,0.0,0.0,21.52,1.1,0.0
20160622:0009,0.0,0.0,0.0,20.87,0.97,0.0
20160622:0109,0.0,0.0,0.0,20.98,0.76,0.0
20160622:0209,0.0,0.0,0.0,21.09,0.62,0.0
20160622:0309,3.97,29.36,5.34,21.02,0.69,0.0
20160622:0409,17.88,112.12,17.33,22.1,1.31,0.0
20160622:0509,66.37,307.98,29.76,23.74,1.86,0.0
20160622:0609,123.78,547.57,42.46,25.72,1.93,0.0
20160622:0709,167.29,751.95,55.27,28.0,1.79,0.0
20160622:0809,197.1,907.73,67.93,30.37,2.07,0.0
20160622:0909,214.72,1000.93,79.26,32.47,2.76,0.0
20160622:1009,217.61,1014.7,80.18,34.19,3.52,0.0
20160622:1109,206.66,953.77,69.25,35.31,4.34,0.0
20160622:1209,182.13,827.84,56.65,35.67,5.03,0.0
20160622:1309,143.92,645.95,43.83,35.24,5.72,0.0
20160622:1409,93.23,427.18,31.11,33.95,6.21,0.0
20160622:1509,37.07,202.98,18.64,32.15,5.93,0.0
20160622:1609,5.23,36.69,6.6,30.09,5.03,0.0
20160622:1709,0.0,0.0,0.0,28.19,3.72,0.0
20160622:1809,0.0,0.0,0.0,26.82,2.76,0.0
20160622:1909,0.0,0.0,0.0,25.5,2.07,0.0
20160622:2009,0.0,0.0,0.0,24.69,1.38,0.0
20160622:2109,0.0,0.0,0.0,23.97,0.97,0.0
20160622:2209,0.0,0.0,0.0,23.11,0.9,0.0
20160622:2309,0.0,0.0,0.0,22.19,0.9,0.0
20160623:0009,0.0,0.0,0.0,21.83,0.83,0.0
20160623:0109,0.0,0.0,0.0,21.35,0.9,0.0
20160623:0209,0.0,0.0,0.0,21.28,0.83,0.0
20160623:0309,3.96,29.36,5.3,21.47,0.69,0.0
20160623:0409,22.0,122.49,17.28,22.3,0.83,0.0
20160623:0509,67.38,320.87,29.71,23.89,1.1,0.0
20160623:0609,122.37,546.62,42.41,26.11,1.17,0.0
20160623:0709,167.24,750.89,55.22,28.71,2.14,0.0
20160623:0809,196.33,898.29,67.88,30.83,2.62,0.0
20160623:0909,212.84,984.76,79.22,32.61,3.24,0.0
20160623:1009,215.46,998.27,80.2,34.0,3.86,0.0
20160623:1109,207.24,953.85,69.29,34.91,4.41,0.0
20160623:1209,180.83,819.84,56.69,35.21,5.03,0.0
20160623:1309,142.82,640.19,43.87,34.75,5.52,0.0
20160623:1409,93.11,426.08,31.15,33.51,5.79,0.0
20160623:1509,37.02,201.5,18.68,31.86,5.45,0.0
20160623:1609,5.24,36.69,6.64,29.89,4.69,0.0
20160623:1709,0.0,0.0,0.0,28.06,3.72,0.0
20160623:1809,0.0,0.0,0.0,26.73,2.97,0.0
20160623:1909,0.0,0.0,0.0,25.48,2.41,0.0
20160623:2009,0.0,0.0,0.0,24.66,2.07,0.0
20160623:2109,0.0,0.0,0.0,23.91,1.86,0.0
20160623:2209,0.0,0.0,0.0,23.24,1.38,0.0
20160623:2309,0.0,0.0,0.0,22.82,0.97,0.0
20160624:0009,0.0,0.0,0.0,22.05,0.76,0.0
20160624:0109,0.0,0.0,0.0,21.63,0.69,0.0
20160624:0209,0.0,0.0,0.0,21.74,0.83,0.0
20160624:0309,4.13,30.27,5.25,22.04,1.03,0.0
20160624:0409,17.94,111.14,17.23,22.74,1.38,0.0
20160624:0509,66.19,314.03,29.66,24.12,1.72,0.0
20160624:0609,120.96,535.99,42.36,26.27,2.0,0.0
20160624:0709,164.87,736.25,55.17,28.21,2.28,0.0
20160624:0809,193.46,885.14,67.83,30.35,2.34,0.0
20160624:0909,209.66,975.39,79.17,32.23,2.62,0.0
20160624:1009,213.17,994.15,80.22,33.77,3.17,0.0
20160624:1109,203.34,939.72,69.33,34.85,3.86,0.0
20160624:1209,179.6,816.87,56.73,35.31,4.62,0.0
20160624:1309,141.49,634.88,43.91,34.86,5.38,0.0
20160624:1409,93.28,426.78,31.19,33.54,5.86,0.0
20160624:1509,36.91,200.15,18.72,31.69,5.66,0.0
20160624:1609,5.43,37.61,6.67,29.7,4.9,0.0
20160624:1709,0.0,0.0,0.0,27.9,3.79,0.0
20160624:1809,0.0,0.0,0.0,26.67,2.9,0.0
20160624:1909,0.0,0.0,0.0,25.73,2.55,0.0
20160624:2009,0.0,0.0,0.0,25.23,2.14,0.0
20160624:2109,0.0,0.0,0.0,24.65,1.86,0.0
20160624:2209,0.0,0.0,0.0,24.01,0.0,0.0
20160624:2309,0.0,0.0,0.0,23.31,0.0,0.0
20160625:0009,0.0,0.0,0.0,22.42,1.03,0.0
20160625:0109,0.0,0.0,0.0,21.73,0.97,0.0
20160625:0209,0.0,0.0,0.0,21.31,0.9,0.0
20160625:0309,0.0,4.59,5.2,21.44,0.97,0.0
20160625:0409,7.6,46.72,17.18,22.45,1.24,0.0
20160625:0509,65.66,307.8,29.61,23.92,1.59,0.0
20160625:0609,121.12,536.65,42.31,25.97,1.86,0.0
20160625:0709,164.86,744.04,55.12,28.8,1.72,0.0
20160625:0809,194.13,900.49,67.78,31.08,1.79,0.0
20160625:0909,210.92,992.57,79.13,33.07,2.28,0.0
20160625:1009,214.53,1007.28,80.23,34.66,3.1,0.0
20160625:1109,204.51,947.39,69.36,35.63,4.07,0.0
20160625:1209,182.55,831.84,56.76,35.86,4.83,0.0
20160625:1309,143.36,643.88,43.95,35.19,5.52,0.0
20160625:1409,93.1,426.31,31.23,33.79,5.93,0.0
20160625:1509,37.37,203.5,18.75,31.92,5.72,0.0
20160625:1609,5.43,37.61,6.7,29.84,4.97,0.0
20160625:1709,0.0,0.0,0.0,27.94,3.93,0.0
20160625:1809,0.0,0.0,0.0,26.62,3.24,0.0
20160625:1909,0.0,0.0,0.0,26.01,2.69,0.0
20160625:2009,0.0,0.0,0.0,25.46,2.28,0.0
20160625:2109,0.0,0.0,0.0,25.16,1.93,0.0
20160625:2209,0.0,0.0,0.0,24.5,1.66,0.0
20160625:2309,0.0,0.0,0.0,23.75,1.45,0.0
20160626:0009,0.0,0.0,0.0,23.25,1.31,0.0
20160626:0109,0.0,0.0,0.0,23.05,1.38,0.0
20160626:0209,0.0,0.0,0.0,22.83,1.52,0.0
20160626:0309,0.0,3.67,5.14,22.7,1.59,0.0
20160626:0409,11.84,65.78,17.12,23.17,1.59,0.0
20160626:0509,65.05,306.12,29.55,24.28,1.86,0.0
20160626:0609,117.36,532.01,42.25,26.08,0.0,0.0
20160626:0709,159.05,739.01,55.06,28.59,0.0,0.0
20160626:0809,195.87,894.26,67.72,30.75,2.69,0.0
20160626:0909,211.59,980.71,79.07,32.61,3.03,0.0
20160626:1009,215.24,1000.77,80.23,34.14,3.59,0.0
20160626:1109,206.12,951.13,69.39,35.14,4.21,0.0
20160626:1209,182.1,827.36,56.8,35.46,4.9,0.0
20160626:1309,142.55,639.54,43.98,35.03,5.52,0.0
20160626:1409,93.51,428.04,31.26,33.85,6.07,0.0
20160626:1509,37.31,202.43,18.78,32.03,6.0,0.0
20160626:1609,5.43,37.61,6.73,29.8,5.52,0.0
20160626:1709,0.0,0.0,0.0,27.76,4.55,0.0
20160626:1809,0.0,0.0,0.0,26.47,3.86,0.0
20160626:1909,0.0,0.0,0.0,25.48,3.24,0.0
20160626:2009,0.0,0.0,0.0,24.72,2.83,0.0
20160626:2109,0.0,0.0,0.0,24.1,2.83,0.0
20160626:2209,0.0,0.0,0.0,23.62,2.83,0.0
20160626:2309,0.0,0.0,0.0,23.17,2.69,0.0
20160627:0009,0.0,0.0,0.0,22.85,2.48,0.0
20160627:0109,0.0,0.0,0.0,22.45,2.21,0.0
20160627:0209,0.0,0.0,0.0,22.21,1.93,0.0
20160627:0309,0.53,10.09,5.08,21.81,1.86,0.0
20160627:0409,20.31,102.64,17.06,22.54,2.62,0.0
20160627:0509,64.58,299.31,29.49,24.11,3.38,0.0
20160627:0609,121.64,531.56,42.2,25.73,3.52,0.0
20160627:0709,166.1,731.71,55.01,27.75,3.31,0.0
20160627:0809,198.01,890.77,67.66,29.58,3.38,0.0
20160627:0909,216.1,982.59,79.01,31.29,4.07,0.0
20160627:1009,220.43,1002.74,80.23,32.49,4.83,0.0
20160627:1109,209.27,942.91,69.41,33.01,5.59,0.0
20160627:1209,186.05,824.84,56.83,32.68,6.41,0.0
20160627:1309,147.0,644.16,44.01,31.58,6.83,0.0
20160627:1409,94.63,424.33,31.29,30.13,6.76,0.0
20160627:1509,38.18,203.95,18.81,28.47,6.41,0.0
20160627:1609,5.71,38.53,6.75,26.62,5.93,0.0
20160627:1709,0.0,0.0,0.0,24.95,5.31,0.0
20160627:1809,0.0,0.0,0.0,23.95,4.76,0.0
20160627:1909,0.0,0.0,0.0,23.09,4.55,0.0
20160627:2009,0.0,0.0,0.0,22.75,0.0,0.0
20160627:2109,0.0,0.0,0.0,22.25,0.0,0.0
20160627:2209,0.0,0.0,0.0,21.83,3.38,0.0
20160627:2309,0.0,0.0,0.0,21.52,3.45,0.0
20160628:0009,0.0,0.0,0.0,21.42,3.52,0.0
20160628:0109,0.0,0.0,0.0,21.32,3.45,0.0
20160628:0209,0.0,0.0,0.0,21.17,3.38,0.0
20160628:0309,0.07,6.42,5.02,20.95,2.76,0.0
20160628:0409,15.4,102.53,17.0,21.28,2.76,0.0
20160628:0509,66.05,309.08,29.43,22.21,2.69,0.0
20160628:0609,103.99,451.28,42.14,23.65,3.1,0.0
20160628:0709,143.36,623.0,54.95,25.31,3.45,0.0
20160628:0809,182.43,805.0,67.6,26.67,3.52,0.0
20160628:0909,214.91,962.72,78.95,27.94,3.79,0.0
20160628:1009,220.83,993.15,80.22,29.21,4.28,0.0
20160628:1109,205.89,919.47,69.44,30.24,4.9,0.0
20160628:1209,177.76,784.18,56.85,30.63,5.52,0.0
20160628:1309,146.84,642.07,44.04,30.3,5.93,0.0
20160628:1409,96.14,430.49,31.31,29.52,6.07,0.0
20160628:1509,38.62,206.25,18.83,28.49,5.93,0.0
20160628:1609,5.51,37.61,6.77,27.23,5.31,0.0
20160628:1709,0.0,0.0,0.0,25.9,4.07,0.0
20160628:1809,0.0,0.0,0.0,24.93,3.24,0.0
20160628:1909,0.0,0.0,0.0,24.1,2.69,0.0
20160628:2009,0.0,0.0,0.0,23.52,2.14,0.0
20160628:2109,0.0,0.0,0.0,23.05,1.66,0.0
20160628:2209,0.0,0.0,0.0,22.75,1.52,0.0
20160628:2309,0.0,0.0,0.0,22.44,1.79,0.0
20160629:0009,0.0,0.0,0.0,22.21,1.93,0.0
20160629:0109,0.0,0.0,0.0,22.13,2.34,0.0
20160629:0209,0.0,0.0,0.0,22.01,2.62,0.0
20160629:0309,0.0,4.59,4.95,21.97,2.62,0.0
20160629:0409,19.65,99.68,16.94,22.43,2.62,0.0
20160629:0509,63.61,293.71,29.37,23.65,2.55,0.0
20160629:0609,120.98,530.65,42.07,24.88,2.41,0.0
20160629:0709,163.24,720.44,54.89,26.49,2.48,0.0
20160629:0809,196.44,884.56,67.54,28.19,2.69,0.0
20160629:0909,214.99,981.55,78.88,29.8,3.1,0.0
20160629:1009,217.64,996.09,80.2,31.3,3.66,0.0
20160629:1109,206.86,938.24,69.45,32.31,4.41,0.0
20160629:1209,183.51,820.16,56.88,32.68,5.17,0.0
20160629:1309,145.27,641.62,44.07,32.2,5.79,0.0
20160629:1409,94.72,427.7,31.33,31.22,6.0,0.0
20160629:1509,38.08,204.17,18.85,30.16,5.52,0.0
20160629:1609,5.46,37.61,6.78,28.7,4.76,0.0
20160629:1709,0.0,0.0,0.0,26.97,3.66,0.0
20160629:1809,0.0,0.0,0.0,25.68,2.9,0.0
20160629:1909,0.0,0.0,0.0,24.23,2.62,0.0
20160629:2009,0.0,0.0,0.0,23.69,1.72,0.0
20160629:2109,0.0,0.0,0.0,23.15,1.1,0.0
20160629:2209,0.0,0.0,0.0,22.59,0.55,0.0
20160629:2309,0.0,0.0,0.0,22.24,0.14,0.0
20160630:0009,0.0,0.0,0.0,21.92,0.14,0.0
20160630:0109,0.0,0.0,0.0,21.69,0.48,0.0
20160630:0209,0.0,0.0,0.0,21.17,0.62,0.0
20160630:0309,0.0,3.67,4.89,21.03,0.55,0.0
20160630:0409,6.58,41.95,16.87,21.8,0.41,0.0
20160630:0509,65.62,313.75,29.31,24.13,1.24,0.0
20160630:0609,122.46,544.47,42.01,26.1,1.66,0.0
20160630:0709,167.18,754.12,54.82,28.5,1.72,0.0
20160630:0809,197.94,905.12,67.47,30.24,2.48,0.0
20160630:0909,216.76,999.55,78.81,31.71,3.24,0.0
20160630:1009,221.58,1021.13,80.18,32.77,3.93,0.0
20160630:1109,210.84,961.53,69.47,33.38,4.62,0.0
20160630:1209,185.64,833.1,56.9,33.39,5.24,0.0
20160630:1309,147.24,652.28,44.09,32.79,5.86,0.0
20160630:1409,96.94,438.14,31.35,31.58,6.14,0.0
20160630:1509,38.85,208.19,18.86,30.12,6.0,0.0
20160630:1609,5.29,36.69,6.79,28.32,5.24,0.0
20160630:1709,0.0,0.0,0.0,26.59,4.0,0.0
20160630:1809,0.0,0.0,0.0,25.43,3.03,0.0
20160630:1909,0.0,0.0,0.0,24.58,2.34,0.0
20160630:2009,0.0,0.0,0.0,23.85,1.79,0.0
20160630:2109,0.0,0.0,0.0,23.16,1.17,0.0
20160630:2209,0.0,0.0,0.0,22.53,0.76,0.0
20160630:2309,0.0,0.0,0.0,21.75,0.62,0.0
20160701:0009,0.0,0.0,0.0,21.09,0.76,0.0
20160701:0109,0.0,0.0,0.0,20.29,0.83,0.0
20160701:0209,0.0,0.0,0.0,19.95,0.9,0.0
20160701:0309,3.09,24.77,4.81,19.61,0.9,0.0
20160701:0409,18.74,111.04,16.8,20.84,1.1,0.0
20160701:0509,66.43,314.0,29.24,22.56,2.14,0.0
20160701:0609,122.64,536.49,41.95,24.13,2.34,0.0
20160701:0709,167.21,738.23,54.76,26.16,2.41,0.0
20160701:0809,199.12,898.7,67.41,27.95,2.55,0.0
20160701:0909,217.19,992.85,78.74,29.57,3.03,0.0
20160701:1009,222.07,1018.87,80.15,30.95,3.52,0.0
20160701:1109,213.41,970.52,69.48,31.87,4.21,0.0
20160701:1209,188.04,841.11,56.91,32.12,4.9,0.0
20160701:1309,149.57,659.08,44.1,31.56,5.72,0.0
20160701:1409,96.78,434.07,31.37,30.14,6.21,0.0
20160701:1509,39.3,208.64,18.87,28.43,5.93,0.0
20160701:1609,5.52,37.61,6.79,26.77,5.17,0.0
20160701:1709,0.0,0.0,0.0,25.2,4.07,0.0
20160701:1809,0.0,0.0,0.0,24.09,3.17,0.0
20160701:1909,0.0,0.0,0.0,22.97,2.97,0.0
20160701:2009,0.0,0.0,0.0,22.42,2.41,0.0
20160701:2109,0.0,0.0,0.0,21.8,1.72,0.0
20160701:2209,0.0,0.0,0.0,21.37,1.38,0.0
20160701:2309,0.0,0.0,0.0,20.74,0.97,0.0
20160702:0009,0.0,0.0,0.0,20.38,0.9,0.0
20160702:0109,0.0,0.0,0.0,20.33,1.03,0.0
20160702:0209,0.0,0.0,0.0,20.25,1.1,0.0
20160702:0309,0.17,7.34,4.74,20.28,1.24,0.0
20160702:0409,22.34,111.37,16.73,20.83,1.45,0.0
20160702:0509,62.11,283.06,29.17,22.07,1.86,0.0
20160702:0609,122.94,537.08,41.88,23.61,2.21,0.0
20160702:0709,168.89,744.23,54.69,25.75,2.41,0.0
20160702:0809,200.52,902.14,67.34,27.68,2.69,0.0
20160702:0909,218.42,997.6,78.65,29.53,3.1,0.0
20160702:1009,222.82,1019.23,80.12,31.04,3.79,0.0
20160702:1109,213.73,969.96,69.48,32.06,4.48,0.0
20160702:1209,190.81,853.47,56.93,32.46,5.17,0.0
20160702:1309,149.1,658.59,44.12,32.07,5.72,0.0
20160702:1409,97.2,438.26,31.38,31.09,6.0,0.0
20160702:1509,38.97,208.21,18.88,29.68,5.79,0.0
20160702:1609,5.48,37.61,6.8,27.97,5.1,0.0
20160702:1709,0.0,0.0,0.0,26.24,4.14,0.0
20160702:1809,0.0,0.0,0.0,24.97,3.31,0.0
20160702:1909,0.0,0.0,0.0,24.04,3.03,0.0
20160702:2009,0.0,0.0,0.0,23.31,2.62,0.0
20160702:2109,0.0,0.0,0.0,22.84,2.41,0.0
20160702:2209,0.0,0.0,0.0,22.64,1.86,0.0
20160702:2309,0.0,0.0,0.0,22.4,1.66,0.0
20160703:0009,0.0,0.0,0.0,22.06,1.52,0.0
20160703:0109,0.0,0.0,0.0,21.79,1.52,0.0
20160703:0209,0.0,0.0,0.0,21.48,1.72,0.0
20160703:0309,0.0,5.5,4.66,21.13,1.72,0.0
20160703:0409,18.15,92.74,16.66,21.85,2.28,0.0
20160703:0509,60.85,276.85,29.1,22.96,2.55,0.0
20160703:0609,115.03,501.72,41.81,24.46,2.9,0.0
20160703:0709,167.73,735.91,54.63,26.3,3.03,0.0
20160703:0809,199.71,892.33,67.26,28.29,3.45,0.0
20160703:0909,217.98,986.33,78.57,30.18,4.07,0.0
20160703:1009,221.71,1007.68,80.07,31.61,4.55,0.0
20160703:1109,212.18,959.29,69.48,32.48,5.03,0.0
20160703:1209,187.07,835.59,56.94,32.76,5.45,0.0
20160703:1309,148.79,658.28,44.13,32.49,5.79,0.0
20160703:1409,96.82,437.99,31.39,31.76,5.93,0.0
20160703:1509,39.01,208.93,18.89,30.55,5.72,0.0
20160703:1609,5.46,37.61,6.79,28.84,4.97,0.0
20160703:1709,0.0,0.0,0.0,27.05,3.66,0.0
20160703:1809,0.0,0.0,0.0,25.74,2.55,0.0
20160703:1909,0.0,0.0,0.0,24.48,1.93,0.0
20160703:2009,0.0,0.0,0.0,23.75,1.24,0.0
20160703:2109,0.0,0.0,0.0,22.95,0.97,0.0
20160703:2209,0.0,0.0,0.0,22.17,1.1,0.0
20160703:2309,0.0,0.0,0.0,21.5,1.31,0.0
20160704:0009,0.0,0.0,0.0,21.13,1.38,0.0
20160704:0109,0.0,0.0,0.0,21.34,1.38,0.0
20160704:0209,0.0,0.0,0.0,21.43,1.59,0.0
20160704:0309,0.06,6.42,4.58,21.73,2.21,0.0
20160704:0409,21.36,107.44,16.59,22.37,3.24,0.0
20160704:0509,59.88,272.22,29.03,23.55,3.38,0.0
20160704:0609,115.75,504.46,41.74,24.99,3.45,0.0
20160704:0709,166.94,730.81,54.56,26.8,3.52,0.0
20160704:0809,199.96,891.01,67.19,28.5,3.79,0.0
20160704:0909,217.31,980.62,78.48,30.15,4.28,0.0
20160704:1009,219.07,990.85,80.03,31.49,4.9,0.0
20160704:1109,207.78,933.91,69.48,32.32,5.52,0.0
20160704:1209,185.31,823.43,56.95,32.51,6.0,0.0
20160704:1309,150.4,661.57,44.14,32.0,6.48,0.0
20160704:1409,98.0,440.15,31.39,30.83,6.69,0.0
20160704:1509,39.19,208.54,18.89,29.43,6.41,0.0
20160704:1609,5.49,37.61,6.79,27.82,5.31,0.0
20160704:1709,0.0,0.0,0.0,26.21,4.07,0.0
20160704:1809,0.0,0.0,0.0,24.97,3.38,0.0
20160704:1909,0.0,0.0,0.0,23.74,2.97,0.0
20160704:2009,0.0,0.0,0.0,23.21,2.9,0.0
20160704:2109,0.0,0.0,0.0,22.74,2.48,0.0
20160704:2209,0.0,0.0,0.0,22.45,2.34,0.0
20160704:2309,0.0,0.0,0.0,22.09,2.14,0.0
20160705:0009,0.0,0.0,0.0,21.67,2.21,0.0
20160705:0109,0.0,0.0,0.0,21.46,2.28,0.0
20160705:0209,0.0,0.0,0.0,21.41,2.28,0.0
20160705:0309,0.0,5.5,4.5,21.43,2.48,0.0
20160705:0409,21.26,115.75,16.51,22.06,2.76,0.0
20160705:0509,58.26,264.27,28.96,23.18,3.1,0.0
20160705:0609,113.36,493.36,41.67,24.29,3.1,0.0
20160705:0709,164.51,720.58,54.48,25.82,2.9,0.0
20160705:0809,182.21,809.64,67.11,27.19,3.1,0.0
20160705:0909,213.5,964.96,78.39,28.87,3.45,0.0
20160705:1009,212.33,961.7,79.97,30.03,3.86,0.0
20160705:1109,202.29,910.92,69.47,31.05,4.41,0.0
20160705:1209,185.57,827.55,56.95,31.52,4.76,0.0
20160705:1309,148.28,655.0,44.14,31.23,4.9,0.0
20160705:1409,96.83,435.91,31.39,30.48,5.38,0.0
20160705:1509,39.14,207.96,18.88,29.26,5.24,0.0
20160705:1609,5.48,37.61,6.77,28.05,4.55,0.0
20160705:1709,0.0,0.0,0.0,26.78,3.31,0.0
20160705:1809,0.0,0.0,0.0,25.86,2.21,0.0
20160705:1909,0.0,0.0,0.0,24.2,1.59,0.0
20160705:2009,0.0,0.0,0.0,23.56,0.48,0.0
20160705:2109,0.0,0.0,0.0,22.89,0.76,0.0
20160705:2209,0.0,0.0,0.0,22.05,0.97,0.0
20160705:2309,0.0,0.0,0.0,21.3,1.1,0.0
20160706:0009,0.0,0.0,0.0,20.67,1.24,0.0
20160706:0109,0.0,0.0,0.0,20.23,1.24,0.0
20160706:0209,0.0,0.0,0.0,19.91,1.24,0.0
20160706:0309,0.0,4.59,4.42,19.65,1.17,0.0
20160706:0409,22.88,115.44,16.43,20.72,1.03,0.0
20160706:0509,64.41,307.13,28.88,23.41,1.52,0.0
20160706:0609,120.61,530.98,41.6,25.31,2.28,0.0
20160706:0709,165.76,737.74,54.41,27.2,2.14,0.0
20160706:0809,196.21,891.23,67.04,29.02,2.41,0.0
20160706:0909,214.44,986.37,78.29,30.76,2.97,0.0
20160706:1009,220.13,1013.44,79.91,32.25,3.72,0.0
20160706:1109,211.69,965.19,69.46,33.32,4.62,0.0
20160706:1209,186.72,837.83,56.95,33.82,5.59,0.0
20160706:1309,148.05,656.83,44.14,33.61,6.34,0.0
20160706:1409,95.97,435.12,31.39,32.74,6.55,0.0
20160706:1509,39.09,209.37,18.87,31.5,6.14,0.0
20160706:1609,5.42,37.61,6.76,29.91,4.97,0.0
20160706:1709,0.0,0.0,0.0,28.28,3.38,0.0
20160706:1809,0.0,0.0,0.0,27.06,2.07,0.0
20160706:1909,0.0,0.0,0.0,25.47,1.24,0.0
20160706:2009,0.0,0.0,0.0,24.64,0.41,0.0
20160706:2109,0.0,0.0,0.0,23.8,0.48,0.0
20160706:2209,0.0,0.0,0.0,23.15,0.55,0.0
20160706:2309,0.0,0.0,0.0,22.9,0.62,0.0
20160707:0009,0.0,0.0,0.0,22.42,0.83,0.0
20160707:0109,0.0,0.0,0.0,22.16,0.9,0.0
20160707:0209,0.0,0.0,0.0,21.57,1.03,0.0
20160707:0309,2.71,22.93,4.33,21.11,1.1,0.0
20160707:0409,13.88,95.79,16.35,22.08,0.9,0.0
20160707:0509,63.84,303.71,28.8,24.45,1.52,0.0
20160707:0609,121.65,539.08,41.52,26.31,2.14,0.0
20160707:0709,166.97,746.97,54.34,28.42,2.28,0.0
20160707:0809,198.57,904.19,66.95,30.36,2.83,0.0
20160707:0909,216.46,995.39,78.18,32.11,3.59,0.0
20160707:1009,221.33,1018.13,79.84,33.36,4.34,0.0
20160707:1109,209.56,954.89,69.44,34.03,5.03,0.0
20160707:1209,188.18,846.2,56.94,34.16,5.59,0.0
20160707:1309,147.7,656.83,44.14,33.75,6.0,0.0
20160707:1409,96.89,440.0,31.38,32.91,6.21,0.0
20160707:1509,39.07,209.25,18.86,31.64,5.93,0.0
20160707:1609,5.42,37.61,6.74,30.0,4.97,0.0
20160707:1709,0.0,0.0,0.0,28.32,3.52,0.0
20160707:1809,0.0,0.0,0.0,27.0,2.41,0.0
20160707:1909,0.0,0.0,0.0,25.66,1.66,0.0
20160707:2009,0.0,0.0,0.0,24.8,1.03,0.0
20160707:2109,0.0,0.0,0.0,23.8,0.97,0.0
20160707:2209,0.0,0.0,0.0,22.88,0.97,0.0
20160707:2309,0.0,0.0,0.0,22.04,1.03,0.0
20160708:0009,0.0,0.0,0.0,21.45,1.1,0.0
20160708:0109,0.0,0.0,0.0,20.95,1.17,0.0
20160708:0209,0.0,0.0,0.0,20.71,1.17,0.0
20160708:0309,0.07,6.42,4.24,20.97,1.17,0.0
20160708:0409,21.7,115.49,16.26,21.86,1.79,0.0
20160708:0509,62.15,285.71,28.73,22.95,2.07,0.0
20160708:0609,118.84,520.72,41.45,24.49,2.34,0.0
20160708:0709,167.16,738.39,54.26,26.76,2.62,0.0
20160708:0809,199.48,896.31,66.87,28.52,3.1,0.0
20160708:0909,218.58,992.68,78.08,29.83,3.66,0.0
20160708:1009,223.87,1019.93,79.76,31.14,4.21,0.0
20160708:1109,212.46,962.37,69.42,32.01,4.62,0.0
20160708:1209,182.8,817.47,56.93,32.4,5.03,0.0
20160708:1309,150.37,665.82,44.13,32.12,5.31,0.0
20160708:1409,97.82,441.62,31.37,31.23,5.38,0.0
20160708:1509,39.62,210.47,18.84,29.93,5.1,0.0
20160708:1609,5.47,37.61,6.71,28.47,4.69,0.0
20160708:1709,0.0,0.0,0.0,26.92,3.66,0.0
20160708:1809,0.0,0.0,0.0,25.72,2.76,0.0
20160708:1909,0.0,0.0,0.0,24.38,1.79,0.0
20160708:2009,0.0,0.0,0.0,23.72,0.69,0.0
20160708:2109,0.0,0.0,0.0,23.04,0.07,0.0
20160708:2209,0.0,0.0,0.0,22.34,0.41,0.0
20160708:2309,0.0,0.0,0.0,22.15,0.48,0.0
20160709:0009,0.0,0.0,0.0,21.98,0.41,0.0
20160709:0109,0.0,0.0,0.0,21.73,0.34,0.0
20160709:0209,0.0,0.0,0.0,21.36,0.34,0.0
20160709:0309,0.17,7.34,4.15,21.0,0.62,0.0
20160709:0409,20.64,113.26,16.18,21.54,0.55,0.0
